image_name,number_vector,median,max
MAIVb2013a_001021,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001022,"[0, 0, 0]",0,0
MAIVb2013a_001023,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001024,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001025,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001026,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001027,"[0, 0]",0,0
MAIVb2013a_001028,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001029,"[0, 0, 0]",0,0
MAIVb2013a_001030,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001031,"[0, 0, 0, 0]",0,0
MAIVb2013a_001032,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001033,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001034,"[0, 0, 0, 0]",0,0
MAIVb2013a_001035,"[0, 0, 0, 0]",0,0
MAIVb2013a_001036,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001037,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001038,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001039,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001040,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001041,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001042,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001043,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001044,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001045,"[0, 0, 0, 0, 6, 0, 0]",0,6
MAIVb2013a_001046,"[0, 0, 0]",0,0
MAIVb2013a_001047,"[0, 0, 0, 0, 0, 0, 0, 0, 7]",0,7
MAIVb2013a_001048,"[5, 6, 4, 5, 4, 4, 5, 3, 4]",4,6
MAIVb2013a_001049,"[7, 7, 7, 7, 3, 7, 5, 6, 8, 6, 7, 5, 8, 10, 7]",7,10
MAIVb2013a_001050,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001051,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001052,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001053,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001054,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001055,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001056,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001057,"[0, 0, 0, 0]",0,0
MAIVb2013a_001058,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001059,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001060,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001061,"[0, 0, 0, 0]",0,0
MAIVb2013a_001062,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001063,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001064,"[0, 0, 0, 0]",0,0
MAIVb2013a_001065,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001066,"[0, 0, 0, 0]",0,0
MAIVb2013a_001067,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001068,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001069,"[0, 0, 0, 0]",0,0
MAIVb2013a_001070,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001071,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001072,"[0, 0, 0, 0]",0,0
MAIVb2013a_001073,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001074,"[0, 0, 0, 0]",0,0
MAIVb2013a_001075,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001076,"[0, 0, 0, 6, 0, 0, 0, 0, 0]",0,6
MAIVb2013a_001077,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001078,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001079,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001080,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001081,"[0, 0, 0, 0]",0,0
MAIVb2013a_001082,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001083,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001084,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001085,"[0, 0, 0, 0]",0,0
MAIVb2013a_001086,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001087,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001088,"[0, 0, 0]",0,0
MAIVb2013a_001089,"[0, 0, 0, 0]",0,0
MAIVb2013a_001090,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001091,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001092,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001093,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001094,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001095,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001096,"[0, 0, 0, 0, 1, 0, 2, 0, 0, 0]",0,2
MAIVb2013a_001097,"[0, 0, 0]",0,0
MAIVb2013a_001098,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001099,"[0, 3, 0, 4, 3, 0, 3, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 4]",0,4
MAIVb2013a_001100,"[4, 2, 2, 3, 2, 2, 3, 1]",2,4
MAIVb2013a_001101,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001102,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]",0,3
MAIVb2013a_001103,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001104,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001105,"[0, 0, 0]",0,0
MAIVb2013a_001106,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001107,"[0, 0, 0, 0]",0,0
MAIVb2013a_001108,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001109,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001110,"[0, 0, 0, 0]",0,0
MAIVb2013a_001111,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001112,"[3, 3, 0, 2, 4, 3, 4, 0, 5, 4]",3,5
MAIVb2013a_001113,"[0, 0, 0]",0,0
MAIVb2013a_001114,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001115,"[0, 0, 0, 0]",0,0
MAIVb2013a_001116,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001117,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1
MAIVb2013a_001118,"[0, 0, 0, 0]",0,0
MAIVb2013a_001119,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001120,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001121,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001122,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001123,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001124,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001125,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1
MAIVb2013a_001126,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001127,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001128,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001129,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001130,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001131,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001132,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001133,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001134,"[0, 0, 0, 0]",0,0
MAIVb2013a_001135,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001136,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001137,"[0, 6, 0, 0, 0, 0, 0, 0, 0, 0]",0,6
MAIVb2013a_001138,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001139,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001140,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1
MAIVb2013a_001141,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,1
MAIVb2013a_001142,"[0, 0, 0, 0]",0,0
MAIVb2013a_001143,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001144,"[0, 0, 0, 0]",0,0
MAIVb2013a_001145,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001146,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001147,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001148,"[0, 0, 0, 0]",0,0
MAIVb2013a_001149,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001150,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001151,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001152,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001153,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001154,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001155,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001156,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001157,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001158,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001159,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001160,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001161,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001162,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001163,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001164,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3,3
MAIVb2013a_001165,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001166,"[0, 0, 0, 0]",0,0
MAIVb2013a_001167,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001168,"[3, 0, 0, 0, 2, 0, 0]",0,3
MAIVb2013a_001169,"[0, 0, 0, 0]",0,0
MAIVb2013a_001170,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001171,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001172,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001173,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001174,"[0, 0, 0, 0]",0,0
MAIVb2013a_001175,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001176,"[0, 0, 0, 0]",0,0
MAIVb2013a_001177,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001178,"[0, 0]",0,0
MAIVb2013a_001179,"[0, 0, 0, 0]",0,0
MAIVb2013a_001180,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001181,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001182,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001183,"[0, 0, 0, 0]",0,0
MAIVb2013a_001184,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001185,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",0,1
MAIVb2013a_001186,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001187,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001188,"[0, 0, 0]",0,0
MAIVb2013a_001189,"[0, 0, 0, 0]",0,0
MAIVb2013a_001190,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001191,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001192,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001193,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001194,"[0, 0, 0, 0]",0,0
MAIVb2013a_001195,"[0, 0, 0]",0,0
MAIVb2013a_001196,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001197,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001198,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001199,"[0, 0, 0, 0]",0,0
MAIVb2013a_001200,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001201,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001202,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001203,"[3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3]",3,4
MAIVb2013a_001204,"[3, 3, 2, 4, 2, 8, 7, 3, 5, 2, 3, 5, 6, 3, 5]",3,8
MAIVb2013a_001205,"[10, 11, 11, 10, 9, 11, 12, 10, 11]",11,12
MAIVb2013a_001206,"[3, 5, 4, 3, 6, 3]",3,6
MAIVb2013a_001207,"[4, 3, 3, 4, 5, 4, 5, 4, 5]",4,5
MAIVb2013a_001208,"[0, 0, 0, 0, 3, 4, 3, 0]",0,4
MAIVb2013a_001209,"[3, 0, 0, 0, 4]",0,4
MAIVb2013a_001210,"[3, 1, 0, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2]",1,3
MAIVb2013a_001211,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001212,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001213,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001214,"[0, 0, 0]",0,0
MAIVb2013a_001215,"[7, 7, 8, 0, 8, 11, 7, 8, 7]",7,11
MAIVb2013a_001216,"[15, 12, 15, 19, 13, 14, 11, 16, 18, 15, 19, 16, 19, 16, 15]",15,19
MAIVb2013a_001217,"[13, 13, 11, 11, 12, 14, 14, 14, 14, 16]",13,16
MAIVb2013a_001218,"[11, 13, 12, 12, 12, 12, 12, 10]",12,13
MAIVb2013a_001219,"[13, 12, 13, 14, 10, 14, 0, 13, 12]",13,14
MAIVb2013a_001220,"[5, 8, 6, 5, 7, 8, 7, 9, 8, 10, 7, 9, 8, 6, 7]",7,10
MAIVb2013a_001221,"[5, 5, 6, 7, 7, 6, 4, 4, 3]",5,7
MAIVb2013a_001222,"[6, 5, 6, 7, 6, 6, 7, 6]",6,7
MAIVb2013a_001223,"[9, 7, 8, 11, 9, 10, 11, 11, 11, 14]",10,14
MAIVb2013a_001224,"[9, 12, 11, 11, 10, 14, 11, 11]",11,14
MAIVb2013a_001225,"[10, 10, 12, 9, 10, 10, 12]",10,12
MAIVb2013a_001226,"[6, 7, 7, 6, 6, 7, 8, 7]",7,8
MAIVb2013a_001227,"[5, 6, 6, 7, 4, 7, 1]",6,7
MAIVb2013a_001228,"[3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",3,4
MAIVb2013a_001229,"[9, 10, 9, 6, 7, 8, 10]",9,10
MAIVb2013a_001230,"[9, 9, 9, 9, 9, 3, 12, 8]",9,12
MAIVb2013a_001231,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001232,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001233,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001234,"[0, 0]",0,0
MAIVb2013a_001235,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001236,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001237,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001238,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001239,"[0, 0, 0, 0]",0,0
MAIVb2013a_001240,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001241,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001242,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001243,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001244,"[0, 2, 0, 0, 1, 0]",0,2
MAIVb2013a_001245,"[1, 1, 0, 0, 1, 2, 0, 0]",0,2
MAIVb2013a_001246,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1
MAIVb2013a_001247,"[0, 0, 1, 0, 0, 0, 0]",0,1
MAIVb2013a_001248,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001249,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001250,"[3, 3, 2, 0, 0]",2,3
MAIVb2013a_001251,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001252,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001253,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",0,2
MAIVb2013a_001254,"[2, 0, 2, 0, 0, 0]",0,2
MAIVb2013a_001255,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
MAIVb2013a_001256,"[0, 0, 0]",0,0
MAIVb2013a_001257,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001258,"[0, 0, 0, 18, 1, 0, 0, 0]",0,18
MAIVb2013a_001259,"[0, 0, 0, 0]",0,0
MAIVb2013a_001260,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001261,"[0, 0, 0, 0]",0,0
MAIVb2013a_001262,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001263,"[0, 0, 0]",0,0
MAIVb2013a_001264,"[0, 0, 0]",0,0
MAIVb2013a_001265,"[0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]",0,11
MAIVb2013a_001266,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001267,"[0, 1, 0, 0, 2, 2, 2, 0]",0,2
MAIVb2013a_001268,"[15, 17, 18, 17, 17, 16, 10, 15, 15, 16, 17, 16, 16, 16, 17, 13, 16, 16, 17, 17, 16, 16, 16, 11, 16, 13, 16, 17, 15, 18, 16, 15, 19, 16, 16, 17, 15, 14, 16, 18, 20, 12, 16]",16,20
MAIVb2013a_001269,"[5, 5, 8, 8, 5, 9, 7, 7, 9, 10]",7,10
MAIVb2013a_001270,"[1, 1, 3, 0, 1, 0, 0, 1]",1,3
MAIVb2013a_001271,"[0, 0, 0, 0]",0,0
MAIVb2013a_001272,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001273,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001274,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001275,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001276,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001277,"[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,19
MAIVb2013a_001278,"[0, 0, 0, 0, 0, 4, 1, 3, 0, 0]",0,4
MAIVb2013a_001279,"[1, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0]",0,2
MAIVb2013a_001280,"[0, 1, 2, 3, 7, 2, 2, 2]",2,7
MAIVb2013a_001281,"[5, 5, 7, 5, 6, 3, 4, 4]",5,7
MAIVb2013a_001282,"[2, 0, 2, 0, 0, 3, 0, 2, 0]",0,3
MAIVb2013a_001283,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001284,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0]",0,2
MAIVb2013a_001285,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001286,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1
MAIVb2013a_001287,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001288,"[5, 0, 0, 5, 5, 0, 6, 0, 5, 0]",2,6
MAIVb2013a_001289,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",0,1
MAIVb2013a_001290,"[0, 6, 0, 9, 5, 4, 0, 3, 0]",3,9
MAIVb2013a_001291,"[8, 3, 5, 0, 0, 0, 0, 10]",1,10
MAIVb2013a_001292,"[0, 7, 6, 7, 8, 0, 7]",7,8
MAIVb2013a_001293,"[4, 4, 5, 27, 33, 3, 6, 6, 5]",5,33
MAIVb2013a_001294,"[7, 0, 6, 0, 0, 0, 0]",0,7
MAIVb2013a_001295,"[0, 0, 0]",0,0
MAIVb2013a_001296,"[0, 0, 1, 0, 0, 0, 0]",0,1
MAIVb2013a_001297,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6
MAIVb2013a_001298,"[0, 1, 8, 0, 1, 34, 3, 0, 3, 2, 4, 0, 0, 3, 0, 0, 3, 3, 0, 0, 0, 4, 2, 0, 0]",1,34
MAIVb2013a_001299,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001300,"[0, 0, 0, 2, 0, 0, 0, 0, 0]",0,2
MAIVb2013a_001301,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001302,"[0, 0, 7, 0, 0, 0, 0, 2]",0,7
MAIVb2013a_001303,"[0, 2, 7, 0, 0, 0, 0]",0,7
MAIVb2013a_001304,"[0, 5, 0, 0, 0, 0, 0, 0, 2]",0,5
MAIVb2013a_001305,"[0, 0, 2, 0, 0, 0, 0, 0]",0,2
MAIVb2013a_001306,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001307,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001308,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001309,"[0, 1, 3, 0, 0]",0,3
MAIVb2013a_001310,"[0, 4, 0, 4, 4, 3, 0, 1]",2,4
MAIVb2013a_001311,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001312,"[0, 2, 0, 0, 0, 0, 0, 0]",0,2
MAIVb2013a_001313,"[0, 2, 4, 0, 0, 0, 4]",0,4
MAIVb2013a_001314,"[4, 0, 0, 0, 3, 3, 0, 0, 3, 5]",1,5
MAIVb2013a_001315,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001316,"[0, 0, 0, 11, 3, 0, 0, 0, 0]",0,11
MAIVb2013a_001317,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,13
MAIVb2013a_001318,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001319,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001320,"[0, 0, 0, 0]",0,0
MAIVb2013a_001321,[0],0,0
MAIVb2013a_001322,"[0, 0, 0]",0,0
MAIVb2013a_001323,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001324,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",0,1
MAIVb2013a_001325,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001326,"[0, 0, 0, 0]",0,0
MAIVb2013a_001327,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001328,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001329,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001330,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001331,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001332,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001333,"[0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001334,"[0, 0, 0]",0,0
MAIVb2013a_001335,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001336,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001337,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001338,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001339,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001340,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001341,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001342,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001343,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001344,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001345,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001346,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001347,"[0, 0, 0]",0,0
MAIVb2013a_001348,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001349,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001350,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001351,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001352,"[0, 0, 0, 0]",0,0
MAIVb2013a_001353,"[0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001354,"[0, 0, 0, 0]",0,0
MAIVb2013a_001355,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001356,"[0, 0, 0, 0]",0,0
MAIVb2013a_001357,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001358,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001359,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001360,"[0, 0, 0, 0, 0]",0,0
MAIVb2013a_001361,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
MAIVb2013a_001362,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
